Pmid	Fbid	Synonym	Paragraph
28414802	FBgn0035092	NPLP1	The extensive genetic regulatory flows underlying specification of different neuronal subtypes are not well understood at the molecular level. The Nplp1 neuropeptide neurons in the developing Drosophila nerve cord belong to two sub-classes; Tv1 and dAp neurons, generated by two distinct progenitors. Nplp1 neurons are specified by spatial cues; the Hox homeotic network and GATA factor grn, and temporal cues; the hb -> Kr -> Pdm -> cas -> grh temporal cascade. These spatio-temporal cues combine into two distinct codes; one for Tv1 and one for dAp neurons that activate a common terminal selector feedforward cascade of col -> ap/eya -> dimm -> Nplp1. Here, we molecularly decode the specification of Nplp1 neurons, and find that the cis-regulatory organization of col functions as an integratory node for the different spatio-temporal combinatorial codes. These findings may provide a logical framework for addressing spatio-temporal control of neuronal sub-type specification in other systems.
28414802	FBgn0267978	AP	To address this issue, we have identified enhancers for Tv and dAp neuron expression for the genes in the common Tv1/dAp FFL: col, ap, eya, dimm and Nplp1. We generated transgenic reporters for these enhancers, both wildtype and mutant for specific transcription factor binding sites, to test their regulation in mutant and misexpression backgrounds. We also used CRISPR/Cas9 technology to delete these enhancers in their normal genomic location to test their necessity for gene regulation. Strikingly, we find that the distinct upstream spatio-temporal combinatorial codes, which trigger col expression in Tv1 versus dAp neurons, converge onto different enhancer elements in the col gene. Hence, the col Tv1 neuron enhancer is triggered by Antp, hth, exd, lbe and cas, while the dAp enhancer is triggered by Kr, pdm and grn. In contrast to this subset-specific enhancer set-up for col activation, the subsequent, col-driven Nplp1 FFL feeds onto common enhancers in each downstream gene. These findings reveal that distinct spatio-temporal cues, acting in different neural progenitors, can trigger the same FFL by converging on discrete enhancer elements in an initiator terminal selector, to thereby dictate the same ultimate neuronal subtype cell fate.
28414802	FBgn0035092	NPLP1	To address this issue, we have identified enhancers for Tv and dAp neuron expression for the genes in the common Tv1/dAp FFL: col, ap, eya, dimm and Nplp1. We generated transgenic reporters for these enhancers, both wildtype and mutant for specific transcription factor binding sites, to test their regulation in mutant and misexpression backgrounds. We also used CRISPR/Cas9 technology to delete these enhancers in their normal genomic location to test their necessity for gene regulation. Strikingly, we find that the distinct upstream spatio-temporal combinatorial codes, which trigger col expression in Tv1 versus dAp neurons, converge onto different enhancer elements in the col gene. Hence, the col Tv1 neuron enhancer is triggered by Antp, hth, exd, lbe and cas, while the dAp enhancer is triggered by Kr, pdm and grn. In contrast to this subset-specific enhancer set-up for col activation, the subsequent, col-driven Nplp1 FFL feeds onto common enhancers in each downstream gene. These findings reveal that distinct spatio-temporal cues, acting in different neural progenitors, can trigger the same FFL by converging on discrete enhancer elements in an initiator terminal selector, to thereby dictate the same ultimate neuronal subtype cell fate.
28414802	FBgn0023091	DIMM	To address this issue, we have identified enhancers for Tv and dAp neuron expression for the genes in the common Tv1/dAp FFL: col, ap, eya, dimm and Nplp1. We generated transgenic reporters for these enhancers, both wildtype and mutant for specific transcription factor binding sites, to test their regulation in mutant and misexpression backgrounds. We also used CRISPR/Cas9 technology to delete these enhancers in their normal genomic location to test their necessity for gene regulation. Strikingly, we find that the distinct upstream spatio-temporal combinatorial codes, which trigger col expression in Tv1 versus dAp neurons, converge onto different enhancer elements in the col gene. Hence, the col Tv1 neuron enhancer is triggered by Antp, hth, exd, lbe and cas, while the dAp enhancer is triggered by Kr, pdm and grn. In contrast to this subset-specific enhancer set-up for col activation, the subsequent, col-driven Nplp1 FFL feeds onto common enhancers in each downstream gene. These findings reveal that distinct spatio-temporal cues, acting in different neural progenitors, can trigger the same FFL by converging on discrete enhancer elements in an initiator terminal selector, to thereby dictate the same ultimate neuronal subtype cell fate.
28414802	FBgn0035092	NPLP1	The Ap neurons constitute a set of interneurons in the Drosophila VNC, out of which the thoracic lateral Tv1 neurons and the dorso-medial dAp neurons express the Nplp1 neuropeptide (Fig 1A) [6, 17, 19]. Tv1 neurons are generated by NB5-6T, while dAp neurons arise from NB4-3 [6, 21]. Activation of Nplp1 in Tv1 and dAp neurons is controlled by a shared coherent FFL, consisting of col, ap, eya and dimm, where col is both necessary and sufficient to trigger the FFL [6, 21]. In contrast, this common FFL is triggered by two different upstream spatio-temporal combinatorial codes, acting in the two different NBs. In NB5-6T this includes the temporal gene castor (cas), the Hox homeotic gene Antennapedia (Antp), the two Hox co-factor genes homothorax (hth) and extradenticle (exd), as well as the homeobox gene ladybird early (lbe). In NB4-3, this includes the temporal genes Kruppel (Kr) and pdm2/nub (pdm), as well as the GATA gene grain (grn), (Fig 1B) [20–22].
28414802	FBgn0267978	AP	To identify the cell-specific cis-regulatory modules (CRMs) that act as enhancers for the five genes in the dAp/Tv1 FFL, we analyzed expression of a number of transgenic lines generated in previous studies [17, 23, 24], as well as an eya-CRM-Gal4 transgene (provided by T. Lian and D.W. Allan; S1 Fig). This resulted in identification of fragments capable of driving reporter gene expression in the Tv1 and dAp neurons. To facilitate mutagenesis of CRMs, we attempted to identify smaller genomic fragments that retained appropriate activity. This resulted in the identification of smaller (1–2 kilobases) CRMs for all genes with the exception of col, where larger fragments were required for proper expression (Fig 1C–1S, S1 Fig, S1 Data). Strikingly, we found that while one enhancer region was sufficient to recapitulate Tv1 and dAp expression of ap, eya, dimm and eya, for col we identified two distinct enhancers, one each for expression in dAp or Tv1 neurons (Fig 1C–1E and 1T).
28414802	FBgn0000320	EYA	To identify the cell-specific cis-regulatory modules (CRMs) that act as enhancers for the five genes in the dAp/Tv1 FFL, we analyzed expression of a number of transgenic lines generated in previous studies [17, 23, 24], as well as an eya-CRM-Gal4 transgene (provided by T. Lian and D.W. Allan; S1 Fig). This resulted in identification of fragments capable of driving reporter gene expression in the Tv1 and dAp neurons. To facilitate mutagenesis of CRMs, we attempted to identify smaller genomic fragments that retained appropriate activity. This resulted in the identification of smaller (1–2 kilobases) CRMs for all genes with the exception of col, where larger fragments were required for proper expression (Fig 1C–1S, S1 Fig, S1 Data). Strikingly, we found that while one enhancer region was sufficient to recapitulate Tv1 and dAp expression of ap, eya, dimm and eya, for col we identified two distinct enhancers, one each for expression in dAp or Tv1 neurons (Fig 1C–1E and 1T).
28414802	FBgn0023091	DIMM	To identify the cell-specific cis-regulatory modules (CRMs) that act as enhancers for the five genes in the dAp/Tv1 FFL, we analyzed expression of a number of transgenic lines generated in previous studies [17, 23, 24], as well as an eya-CRM-Gal4 transgene (provided by T. Lian and D.W. Allan; S1 Fig). This resulted in identification of fragments capable of driving reporter gene expression in the Tv1 and dAp neurons. To facilitate mutagenesis of CRMs, we attempted to identify smaller genomic fragments that retained appropriate activity. This resulted in the identification of smaller (1–2 kilobases) CRMs for all genes with the exception of col, where larger fragments were required for proper expression (Fig 1C–1S, S1 Fig, S1 Data). Strikingly, we found that while one enhancer region was sufficient to recapitulate Tv1 and dAp expression of ap, eya, dimm and eya, for col we identified two distinct enhancers, one each for expression in dAp or Tv1 neurons (Fig 1C–1E and 1T).
28414802	FBgn0267978	AP	Next, we analyzed eya, ap, dimm and Nplp1 enhancer deletions (eyaΔCRM, apΔapS-CRM, dimmΔCRM, Nplp1ΔCRM), and observed that all exhibited strong effects. Specifically, as anticipated, all enhancer deletions resulted in significant reduction or loss of expression of the targeted gene, in both Tv1 and dAp neurons (Figs 2E, 2H and S2I–S2X). Moreover, in line with the previous genetic analysis that identified an eya/ap ->dimm ->Nplp1 FFL, deletion of the eya, ap or dimm enhancers all significantly reduced Nplp1 expression (Figs 2E–2J, S2I–S2N and S2Q–S2U). Also in line with this FFL, deletion of ap or eya enhancers did not affect one another’s expression (Figs 2F and S2J–S2P). Within the Ap cluster, while deletion of the eya enhancer affected Nplp1 expression in Tv1, we did observe Eya expression in two cells in the cluster (S2J Fig). However, analysis at AFT, using Col as a specific Tv1 marker at this stage, revealed that Eya expression was lost from the Tv1 neuron, hence explaining the strong effect on Nplp1 in eyaΔCRM mutants (S3A and S3B Fig). In line with the previous genetic analysis, dimm enhancer deletion did not affect either Eya or Ap expression (Figs 2H–2J, S2R and S2U). Finally, deletion of the Nplp1-CRM did not affect expression of Eya, Ap or Dimm (Figs 2H–2J, S2S and S2V–S2X).
28414802	FBgn0035092	NPLP1	Next, we analyzed eya, ap, dimm and Nplp1 enhancer deletions (eyaΔCRM, apΔapS-CRM, dimmΔCRM, Nplp1ΔCRM), and observed that all exhibited strong effects. Specifically, as anticipated, all enhancer deletions resulted in significant reduction or loss of expression of the targeted gene, in both Tv1 and dAp neurons (Figs 2E, 2H and S2I–S2X). Moreover, in line with the previous genetic analysis that identified an eya/ap ->dimm ->Nplp1 FFL, deletion of the eya, ap or dimm enhancers all significantly reduced Nplp1 expression (Figs 2E–2J, S2I–S2N and S2Q–S2U). Also in line with this FFL, deletion of ap or eya enhancers did not affect one another’s expression (Figs 2F and S2J–S2P). Within the Ap cluster, while deletion of the eya enhancer affected Nplp1 expression in Tv1, we did observe Eya expression in two cells in the cluster (S2J Fig). However, analysis at AFT, using Col as a specific Tv1 marker at this stage, revealed that Eya expression was lost from the Tv1 neuron, hence explaining the strong effect on Nplp1 in eyaΔCRM mutants (S3A and S3B Fig). In line with the previous genetic analysis, dimm enhancer deletion did not affect either Eya or Ap expression (Figs 2H–2J, S2R and S2U). Finally, deletion of the Nplp1-CRM did not affect expression of Eya, Ap or Dimm (Figs 2H–2J, S2S and S2V–S2X).
28414802	FBgn0000320	EYA	Next, we analyzed eya, ap, dimm and Nplp1 enhancer deletions (eyaΔCRM, apΔapS-CRM, dimmΔCRM, Nplp1ΔCRM), and observed that all exhibited strong effects. Specifically, as anticipated, all enhancer deletions resulted in significant reduction or loss of expression of the targeted gene, in both Tv1 and dAp neurons (Figs 2E, 2H and S2I–S2X). Moreover, in line with the previous genetic analysis that identified an eya/ap ->dimm ->Nplp1 FFL, deletion of the eya, ap or dimm enhancers all significantly reduced Nplp1 expression (Figs 2E–2J, S2I–S2N and S2Q–S2U). Also in line with this FFL, deletion of ap or eya enhancers did not affect one another’s expression (Figs 2F and S2J–S2P). Within the Ap cluster, while deletion of the eya enhancer affected Nplp1 expression in Tv1, we did observe Eya expression in two cells in the cluster (S2J Fig). However, analysis at AFT, using Col as a specific Tv1 marker at this stage, revealed that Eya expression was lost from the Tv1 neuron, hence explaining the strong effect on Nplp1 in eyaΔCRM mutants (S3A and S3B Fig). In line with the previous genetic analysis, dimm enhancer deletion did not affect either Eya or Ap expression (Figs 2H–2J, S2R and S2U). Finally, deletion of the Nplp1-CRM did not affect expression of Eya, Ap or Dimm (Figs 2H–2J, S2S and S2V–S2X).
28414802	FBgn0267978	AP	For analyzing the ap enhancer, we focused on the smaller apS2J-CRM-lacZ transgene, and placed this in the mutant background for Antp, lbe and col. Focusing on the Tv1 neurons, we observed significant reduction in β-gal expression in all three mutants (Antp, lbe and col), when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 5A–5E). As anticipated from the selective role of Antp, acting in the thorax, and lbe, in NB5-6T, the dAp neurons were only reduced in the thorax in Antp, and unaffected in lbe (Fig 5A–5D and 5F). In contrast, col mutants affected β-gal expression in both Tv1 and dAp neurons (Fig 5D–5F). Next, we mutated all conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting both Antp and Lbe), Col and Exd (Fig 5M; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of β-gal expression in Tv1 and dAp neurons at stage 16. We found that all three mutated enhancers displayed reduced number of Tv1 and dAp cells expressing β-gal, when compared to the enhancer transgene in a wild type background (control) (Fig 5G–5L). We did not analyze the involvement of hth on the ap-CRM (or eya-CRM) because previous studies revealed that hth mutants could be fully rescued by re-expression of col [22]. exd mutants must be analyzed both as maternal and zygotic mutants, and we did not attempt to introduce the ap- and eya-CRM transgenes into such backgrounds.
28414802	FBgn0001089	GAL|Β-GAL	For analyzing the ap enhancer, we focused on the smaller apS2J-CRM-lacZ transgene, and placed this in the mutant background for Antp, lbe and col. Focusing on the Tv1 neurons, we observed significant reduction in β-gal expression in all three mutants (Antp, lbe and col), when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 5A–5E). As anticipated from the selective role of Antp, acting in the thorax, and lbe, in NB5-6T, the dAp neurons were only reduced in the thorax in Antp, and unaffected in lbe (Fig 5A–5D and 5F). In contrast, col mutants affected β-gal expression in both Tv1 and dAp neurons (Fig 5D–5F). Next, we mutated all conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting both Antp and Lbe), Col and Exd (Fig 5M; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of β-gal expression in Tv1 and dAp neurons at stage 16. We found that all three mutated enhancers displayed reduced number of Tv1 and dAp cells expressing β-gal, when compared to the enhancer transgene in a wild type background (control) (Fig 5G–5L). We did not analyze the involvement of hth on the ap-CRM (or eya-CRM) because previous studies revealed that hth mutants could be fully rescued by re-expression of col [22]. exd mutants must be analyzed both as maternal and zygotic mutants, and we did not attempt to introduce the ap- and eya-CRM transgenes into such backgrounds.
28414802	FBgn0267978	AP	Similar to the ap enhancer analysis, we placed the eya-CRM-GFP enhancer in the mutant background for Antp, lbe and col. Focusing on the Tv1 neurons, we observed significant reduction in GFP expression in all three mutants, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (S4A–S4E Fig). As anticipated from the selective role of Antp, acting in the thorax, and lbe in NB5-6T, the dAp neurons were only reduced in the thorax in Antp, and unaffected in lbe (S4A–S4D and S4F Fig). In contrast, col mutants affected GFP expression in both Tv1 and dAp neurons (S4D–S4F Fig). Next, we mutated all conserved and non-conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting both Antp and Lbe), Col and Exd (S4N Fig; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of GFP expression in Tv1 and dAp neurons at stage AFT. We found that the enhancers mutated for Hox and Col sites displayed reduced expression in both Tv1 and dAp cells, when compared to the enhancer transgene in a wild type background (control) (S4G–S4I, S4K and S4L Fig). In contrast, the mutation of Exd sites had no effect in Tv1 neurons, and surprisingly showed up-regulation in dAp neurons (S4J–S4L Fig).
28414802	FBgn0023091	DIMM	For analyzing the dimm enhancer, we placed the dimm-CRM-GFP transgene in the mutant backgrounds for Antp, ap, col and eya. We observed significant reduction of GFP expression in both Tv1 and dAp neurons in all four mutants, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (S4A–S4G Fig). Next, we mutated all conserved and non-conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting both Ap and Antp), Col and Exd (S5O Fig; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of GFP expression in Tv1 and dAp neurons at stage AFT. We found that enhancer mutants for Hox and Exd displayed reduced GFP expression in both Tv1 and dAp cells, when compared to the enhancer transgene in a wild type background (control) (S5H–S5N Fig). In contrast, the Col mutant enhancer showed slightly elevated expression in Tv1 neurons while expression was reduced in dAp neurons (S5J and S5L–S5N Fig).
28414802	FBgn0035092	NPLP1	For analyzing the Nplp1 enhancer, we placed the Nplp1-CRM-GFP transgene in the mutant backgrounds for col, ap, eya and dimm. We observed significant reduction of GFP expression in all four mutants, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 6A–6G). Next, we mutated all possible conserved and non-conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting Ap), Col and Dimm (E-boxes) (Fig 6P; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of GFP expression in Tv1 and dAp neurons at stage AFT. We observed that the enhancers mutated for Hox or Dimm sites displayed reduced GFP expression in both Tv1 and dAp cells, when compared to the enhancer transgene in a wild type background (control) (Fig 6H, 6I and 6K–6O). In contrast, the enhancer mutated for Col sites did not display any effect on GFP expression (Fig 6J, 6L and 6M).
28414802	FBgn0035092	NPLP1	Combining the findings presented in this study, we have been able to molecularly decode the Tv1/dAp genetic FFL cascades [6, 20, 21, 30], bolstering evidence for a complex molecular FFL, based upon sequential transcription factor binding to the downstream genes (Figs 8 and S6). The NB4-3 and NB5-6T neuroblasts are born in different regions of the VNC, and express different spatial determinants i.e., Antp, Lbe, Hth, Exd and Grn [20–22]. As lineage progression commences, they undergo a programmed cascade of transcription factor expression; the temporal cascade [9]. Early temporal factors Kr and Pdm integrate with Grn in NB4-3, while the late temporal factor Cas integrates with Antp, Lbe, Hth and Exd in NB5-6T, to create two distinct combinatorial spatio-temporal codes. These two codes converge on two different enhancers in the col gene, triggering Col expression, and hence the Nplp1 FFL. The FFL, in this case a so-called coherent FFL, where regulators act positively at one or several steps of a cascade, was first identified in E.coli and yeast regulatory networks [31], but have also been identified in C.elegans and Drosophila [6, 32, 33]. Coherent FFLs can act as regulatory timing devices, exemplified by the action of col in NB5-6T: The initial expression of col in Ap cluster cells triggers a generic Ap/Eya interneuron fate in all four cells, while its downregulation in Tv2-4 and maintenance in Tv1 helps propagate the FFL leading to Nplp1 expression [6, 20, 21, 30].
28414802	FBgn0267978	AP	The results on the eya, ap, dimm and Nplp1 enhancer mutants stand in stark contrast to the col CRMs findings. For these four genes, the enhancer deletion resulted in robust, near null effects, on expression. It is tempting to speculate that our findings, combined with previous studies, points to a different logic for early regulators, with highly dynamic patterns, requiring several functionally overlapping enhancers for fidelity, and late regulators and terminal differentiation genes, which may operate with one enhancer that is inactive until the pertinent combinatorial TF codes have been established.
28414802	FBgn0035092	NPLP1	The results on the eya, ap, dimm and Nplp1 enhancer mutants stand in stark contrast to the col CRMs findings. For these four genes, the enhancer deletion resulted in robust, near null effects, on expression. It is tempting to speculate that our findings, combined with previous studies, points to a different logic for early regulators, with highly dynamic patterns, requiring several functionally overlapping enhancers for fidelity, and late regulators and terminal differentiation genes, which may operate with one enhancer that is inactive until the pertinent combinatorial TF codes have been established.
28414802	FBgn0000320	EYA	The results on the eya, ap, dimm and Nplp1 enhancer mutants stand in stark contrast to the col CRMs findings. For these four genes, the enhancer deletion resulted in robust, near null effects, on expression. It is tempting to speculate that our findings, combined with previous studies, points to a different logic for early regulators, with highly dynamic patterns, requiring several functionally overlapping enhancers for fidelity, and late regulators and terminal differentiation genes, which may operate with one enhancer that is inactive until the pertinent combinatorial TF codes have been established.
28414802	FBgn0023091	DIMM	The results on the eya, ap, dimm and Nplp1 enhancer mutants stand in stark contrast to the col CRMs findings. For these four genes, the enhancer deletion resulted in robust, near null effects, on expression. It is tempting to speculate that our findings, combined with previous studies, points to a different logic for early regulators, with highly dynamic patterns, requiring several functionally overlapping enhancers for fidelity, and late regulators and terminal differentiation genes, which may operate with one enhancer that is inactive until the pertinent combinatorial TF codes have been established.
28414802	FBgn0000320	EYA	Analysis of the ap and eya enhancers indicates that Col directly interacts with these enhancers. Both of these enhancer-reporter transgenes are affected in col mutants, and can be activated by ectopic col. Moreover, mutation of one Col binding site in the ap enhancer and two sites in the eya enhancer, was enough to dramatically reduce enhancer activity. Direct action of Col on ap and eya is furthermore supported by recent data on Col genome-wide binding, using ChIP, which demonstrated direct binding of Col to these regions of ap and eya in the embryo [34]. The regulation of ap is an excellent example of the complexity of gene regulation, and studies have identified additional enhancers controlling ap expression in the wing, muscle and brain [35–38].
28414802	FBgn0267978	AP	Analysis of the ap and eya enhancers indicates that Col directly interacts with these enhancers. Both of these enhancer-reporter transgenes are affected in col mutants, and can be activated by ectopic col. Moreover, mutation of one Col binding site in the ap enhancer and two sites in the eya enhancer, was enough to dramatically reduce enhancer activity. Direct action of Col on ap and eya is furthermore supported by recent data on Col genome-wide binding, using ChIP, which demonstrated direct binding of Col to these regions of ap and eya in the embryo [34]. The regulation of ap is an excellent example of the complexity of gene regulation, and studies have identified additional enhancers controlling ap expression in the wing, muscle and brain [35–38].
28414802	FBgn0035092	NPLP1	In contrast to regulation of ap and eya, a direct action of Col on dimm and Nplp1 is less clear. Analysis of the dimm and Nplp1 enhancers did not reveal perfectly conserved Col binding sites. Mutation of multiple non-perfect Col binding sites in the dimm enhancer did not affect reporter expression in the Ap cluster, but did however reduce levels in the dorsal Ap cells. Mutation of non-perfect Col binding sites in the Nplp1 enhancer had no impact on enhancer activity, neither in Tv1 nor dAp. These findings support a model where Col is crucial for directly activating ap and eya, which in turn directly activate dimm and Nplp1, with some involvement of Col on dimm (Fig 8). However, support for a direct role for Col on Nplp1 comes from RNAi studies in larvae or adult flies, showing that knockdown of col resulted in loss of Nplp1, while Ap, Eya and Dimm expression was unaffected [6, 39].
28414802	FBgn0023091	DIMM	In contrast to regulation of ap and eya, a direct action of Col on dimm and Nplp1 is less clear. Analysis of the dimm and Nplp1 enhancers did not reveal perfectly conserved Col binding sites. Mutation of multiple non-perfect Col binding sites in the dimm enhancer did not affect reporter expression in the Ap cluster, but did however reduce levels in the dorsal Ap cells. Mutation of non-perfect Col binding sites in the Nplp1 enhancer had no impact on enhancer activity, neither in Tv1 nor dAp. These findings support a model where Col is crucial for directly activating ap and eya, which in turn directly activate dimm and Nplp1, with some involvement of Col on dimm (Fig 8). However, support for a direct role for Col on Nplp1 comes from RNAi studies in larvae or adult flies, showing that knockdown of col resulted in loss of Nplp1, while Ap, Eya and Dimm expression was unaffected [6, 39].
28414802	FBgn0035092	NPLP1	It is tempting to speculate that Col regulates Nplp1 not via direct interaction with its enhancer, but rather as a chromatin state modulator, keeping the chromatin around the Nplp1 locus in an accessible state, in order for Dimm, Ap and Eya to be able to access the Nplp1 gene. Support for this notion comes from studies on the mammalian Col orthologue EBF, which is connected to the chromatin remodeling complex SWI/SNF during EBF-mediated gene regulation in lymphocytes [40]. Moreover, the central SWI/SNF component Brahma was recently identified in a genetic screen for Ap cluster neurons, and found to affect FMRFa neuropeptide expression in Tv4 without affecting Eya expression, indicating a late role in Ap cluster differentiation [41]. Alternatively, Col may activate Nplp1 via unidentified, low affinity sites, similar to the mechanism by which Ubx regulates some of its embryonic target genes [42].
28414802	FBgn0000320	EYA	Col activates the ap and eya genes. ap encodes a LIM-HD protein, a family of transcription factors well known to control multiple aspects of terminal neuronal subtype fate, including neurotransmitter identity, axon pathfinding and ion channel expression [17, 43–45]. Our results indicate that Ap in turn acts upon dimm, and subsequently with Dimm on Nplp1. eya encodes an evolutionary well-conserved phosphatase and does not bind DNA directly, instead acting as a transcriptional co-factor [46]. Eya (and its orthologues) have been found to interact with several transcription factors in different systems [46], but whether it forms complexes with Col and Ap is not known.
28414802	FBgn0035092	NPLP1	The final transcription factor in the FFL is Dimm, a bHLH protein. Dimm is selectively expressed by the majority of neuropeptide neurons in Drosophila, and is important for expression of many neuropeptides [6, 19, 29, 47, 48]. Intriguingly, Dimm is also both necessary and sufficient to establish the dense-core secretory machinery, found in neuropeptide neurons [29, 48–52]. Based upon these findings Dimm has been viewed as a cell type selector gene [1] or a “scaling factor” [53], acting to up-regulate the secretory machinery. Here, we find evidence for that Dimm acts directly on the Nplp1 enhancer, and this raises the possibility that Dimm is both a selector gene for the dense-core secretory machinery, and can act in some neuropeptide neurons to directly regulate specific neuropeptide gene expression.
